pair_01_B1,tie
pair_01_B3,tie
pair_02_B1,left
pair_02_B3,tie
pair_03_B1,left
pair_03_B3,left
pair_04_B1,right
pair_04_B3,right
pair_05_B1,tie
pair_05_B3,tie
pair_06_B1,right
pair_06_B3,right
pair_07_B1,tie
pair_07_B3,tie
